Brand,Comments,Labels
BAHLOfficial,"Cinc ,/count number not any one sheyr you said",Neutral
BAHLOfficial,what is the procedure of naya Pakistan apna Ghar scheme plz,Neutral
BAHLOfficial,"I want to know, either bank al habib providing internships to students or not?",Neutral
BAHLOfficial,"Bank AL Habib Limited

Cnic/account share krne s kia hota hy.",Neutral
BAHLOfficial,"BAHL is provide us the onlion bank account chicking App...?
Please .....",Neutral
BAHLOfficial,Account kholne ka process humko bhi bataiye aur ham ismein Apna account kholna Chahte Hain,Neutral
BAHLOfficial,I need persnol loan how can I apply,Neutral
BAHLOfficial,What about Bank Alhabib Mobile app?,Neutral
BAHLOfficial,Pasward kitny hindso ka hta,Neutral
BAHLOfficial,Online accounts open krna hy kasy kry reply,Neutral
BAHLOfficial,Naya Pakistan m humy ghar mily ga ?,Neutral
BAHLOfficial,How can i register on mobile,Neutral
BAHLOfficial,"Asalam o Alaikum
Need Help",Neutral
BAHLOfficial,loan ka bara mn koy detail do,Neutral
BAHLOfficial,Online account k lye agar gmail yad na ho to kese chk kryn,Neutral
BAHLOfficial,Exactly,Neutral
BAHLOfficial,Bank Al Habib Registered app konsa hai,Neutral
BAHLOfficial,Qammar Shamim,Neutral
BAHLOfficial,What abouydaraz and other shopping web,Neutral
BAHLOfficial,And never ever share your password on call like call from SBP and etc,Neutral
BAHLOfficial,Shakeel Ahmed Shar,Neutral
BAHLOfficial,Fake message be carefull sbp never send these type of messages .,Neutral
BAHLOfficial,Joan Haider,Neutral
BAHLOfficial,I.need loan plz tell me how can apply urgent,Neutral
BAHLOfficial,Tell me about job for intermediate in Al Habib Bank,Neutral
BAHLOfficial,"Dear top management
As a request with respectfully
Am living in foreign country and i want to make a bank account with BANK AL HABIB
kindly let me know as how to be it possible

Best regards",Neutral
BAHLOfficial,How to register my email for online banking??,Neutral
BAHLOfficial,Do you have vacancy,Neutral
BAHLOfficial,AOA. Can we get swift code with IBAN for an BAHL account from website?,Neutral
BAHLOfficial,Respected Bank al habib branch ki need h,Neutral
BAHLOfficial,Maynay email.update krwae thee ktnay den mi hote hi email.update.bank alhabib mi,Neutral
BAHLOfficial,Gmail ID and mobile phone number request but no response?,Neutral
BAHLOfficial,Do you have vacancies ?,Neutral
BAHLOfficial,Kfc ki deal laye,Neutral
BAHLOfficial,Online payment ho sakti hai,Neutral
BAHLOfficial,Ks jaga,Neutral
BAHLOfficial,Ali Xaidi,Neutral
BAHLOfficial,Fariha Imam Siddiqui,Neutral
BAHLOfficial,How to get credit card,Neutral
BAHLOfficial,Shah Rukh Butt,Neutral
BAHLOfficial,Bilal Qureshi,Neutral
BAHLOfficial,Tasawar Bhatti,Neutral
BAHLOfficial,Nabeel Ahmad,Neutral
BAHLOfficial,Zahoor Khan,Neutral
BAHLOfficial,Areesha Anwar,Neutral
BAHLOfficial,Shaikh Asad Hussain🤣,Neutral
BAHLOfficial,Aqib Naeem 👀,Neutral
BAHLOfficial,Ikhlaque Ahmed Sheikh Haseeb Shaikh,Neutral
BAHLOfficial,Fakhra Abbas plan karein 🤣😂,Neutral
BAHLOfficial,Sundus Ashraf tmhary pas uoinpay ha na😅😅🤣🤣🤣🤣,Neutral
BAHLOfficial,I have visa card,Neutral
BAHLOfficial,I have union pay wow,Neutral
BAHLOfficial,Is there any brouchre or list where discounts are mentioned for different outlets...,Neutral
BAHLOfficial,this all for karachi city not fair,Neutral
BAHLOfficial,"I need credit card of bank Al Habib ,even I have almost six year old account with well transaction",Neutral
BAHLOfficial,"#Bank_AL_Habib_Limited
Please Open a branch at
Tehsil Sahiwal distt Sargodha (Punjab,Pakistan)",Neutral
BAHLOfficial,Can we use it for online shopping,Neutral
BAHLOfficial,plz open branch daewoo Road near Allied hospital nd punjab college,Neutral
BAHLOfficial,Are these deals available on your credit cards ?,Neutral
BAHLOfficial,how much discount in shopping?,Neutral
BAHLOfficial,Sir mera Card abhi tk mujhe Nhi mila,Neutral
BAHLOfficial,plz open branch near zainab market also,Neutral
BAHLOfficial,Mana acount open krvna hai,Neutral
BAHLOfficial,Asad Malik,Neutral
BAHLOfficial,I want information about ATM card,Neutral
BAHLOfficial,Any link for name of brands for discount,Neutral
BAHLOfficial,Atm card. Cheekbook free in bank alhabib?,Neutral
BAHLOfficial,"Atm check book free
Internet banking free
Online transaction free
Funds transfer free",Neutral
BAHLOfficial,I am sales officer my ac no bank Alhabib,Neutral
BAHLOfficial,Is it available for people of karachi ??,Neutral
BAHLOfficial,Details pls as i m bahl customer since long,Neutral
BAHLOfficial,how to apply??plx details??,Neutral
BAHLOfficial,I am from dir lower can I apply?,Neutral
BAHLOfficial,Construction loan detail plz,Neutral
BAHLOfficial,Bankers can apply ???,Neutral
BAHLOfficial,Processing fee?,Neutral
BAHLOfficial,Me working abroad can i apply for loan,Neutral
BAHLOfficial,I need loan,Neutral
BAHLOfficial,How can I apply????,Neutral
BAHLOfficial,Details pls,Neutral
BAHLOfficial,How can I apply,Neutral
BAHLOfficial,sir ghr ki cnstrucion ki hoe hi tyare baqi 3 mnzl ki ...Goun mn hi ...kia ml jy ga .Thnks,Neutral
BAHLOfficial,Sr hw to apply,Neutral
BAHLOfficial,I am banker can i apply loan butt what details of the repayment.,Neutral
BAHLOfficial,Businessman ko ku nh de raha ap ka bank,Neutral
BAHLOfficial,"Detail plz
And pln",Neutral
BAHLOfficial,My private work is,Neutral
BAHLOfficial,Intrested,Neutral
BAHLOfficial,Any job,Neutral
BAHLOfficial,Detail plese,Neutral
BAHLOfficial,Government employee apply Kar sktay hy,Neutral
BAHLOfficial,Can i buy flat and what the process,Neutral
BAHLOfficial,How to apply ?,Neutral
BAHLOfficial,Kindly Details please,Neutral
BAHLOfficial,"Minimum age 25 years old, is age matter?",Neutral
BAHLOfficial,Kia ye sood wala mamla ha?,Neutral
BAHLOfficial,Bhai ue kibor kia hai..,Neutral
BAHLOfficial,Overseas can apply,Neutral
BAHLOfficial,Plz Details bhejen?,Neutral
BAHLOfficial,Sir ye Kon C city k lye he,Neutral
BAHLOfficial,detais plz,Neutral
BAHLOfficial,Man police man hon mojy qarz pr loon chahiye,Neutral
BAHLOfficial,Im intrastate,Neutral
BAHLOfficial,Age,Neutral
BAHLOfficial,Mark up se kia murad he,Neutral
BAHLOfficial,Plan and apply karne ka teraqa,Neutral
BAHLOfficial,Is there offer availaber for bank employees.???,Neutral
BAHLOfficial,If age is less than 25 but salary is more than 25000 so can i apply for loan????,Neutral
BAHLOfficial,Sir multan me kis jaga mily gy detail,Neutral
BAHLOfficial,Last date kya ha,Neutral
BAHLOfficial,any job opportunities,Neutral
BAHLOfficial,Any hidden conditions ..,Neutral
BAHLOfficial,Age limit kya ha dear,Neutral
BAHLOfficial,How apply this?,Neutral
BAHLOfficial,Rtd. walo ko lon miljaie ga,Neutral
BAHLOfficial,Agri Loans ki bhi post Kiya karein sir,Neutral
BAHLOfficial,Me account bank Al Habib Kia mujy lone mil sakta ha,Neutral
BAHLOfficial,"Is it necessary to have salaried account in your bank. Secondly, what if service of Government job holder remains less than the duration he want to repay the loan. Kindly guide me.",Neutral
BAHLOfficial,I am private school teacher and there is no system of pay slip and record of payment how I can apply,Neutral
BAHLOfficial,Agar shop banibhn to bhee mila ga loan,Neutral
BAHLOfficial,Deatls,Neutral
BAHLOfficial,I am work in qatar can i apply,Neutral
BAHLOfficial,Sir I am ucc staff of Bank Al Habib. And I don't have any house. Can I get house loan.please tell me what to do,Neutral
BAHLOfficial,"Sir mujhy bank ki trf se msgs aa re ha k apky account my pasy ay ha kisi ny bhjny thy ,but Atm my ni hooi",Neutral
BAHLOfficial,I want,Neutral
BAHLOfficial,Yeh kis city mein hai.Faisalabad me in?,Neutral
BAHLOfficial,loction,Neutral
BAHLOfficial,How we can apply?,Neutral
BAHLOfficial,"I am doing private job and want to take loan to complete my own residence for my family.
I am not related this bank
Any scheme for me?????",Neutral
BAHLOfficial,Pleas send details,Neutral
BAHLOfficial,Kis tarha apply karna hai??,Neutral
BAHLOfficial,How to apply for this loan??,Neutral
BAHLOfficial,Personal Business Ho 6 Million Invest Ho Bussines Me Loan Mil Sakta Hy kia?,Neutral
BAHLOfficial,I have my own small private business and there is no system of pay slip and record of payment how I can apply,Neutral
BAHLOfficial,How to apply for this scheme?,Neutral
BAHLOfficial,Mere pas 10 marla plat hain may kaisy is par ghar bana sakta hoo,Neutral
BAHLOfficial,I'm BAHL user since 4years. And sending monthly remittance from Saudi Arabia in to my account. Can I get advantages from this scheme???,Neutral
BAHLOfficial,I am selry holder can l apply for this loan kindly guide me,Neutral
BAHLOfficial,"What is the procedure ? Is there any detailed information, i'm interested...kindly guide me further",Neutral
BAHLOfficial,Is there any child insurance plan,Neutral
BAHLOfficial,"Aoa
Plz send me detail to buy house in bahria Town Karachi",Neutral
BAHLOfficial,Send me more information plz I am account holder in bank Al Habib,Neutral
BAHLOfficial,Interested details plz,Neutral
BAHLOfficial,Sir ki procedure Hy isk or kis trha loan mill sake ga,Neutral
BAHLOfficial,Apartment having 900 to 1200 sqft is acceptable with having value upto 6M.,Query
BAHLOfficial,Bankers available??,Query
BAHLOfficial,"Bank AL Habib Limited is this scheme is available for overseas Pakistanis as well? If so, What are the procedures? My brother is working in BAL so any gurantee etc... can be arranged.",Query
BAHLOfficial,Meri 12000 salary he to kya me yeh me sakta ho,Query
BAHLOfficial,Sir ghar lene k liye apki bank se loan lene k liye kiya requirment hai ? I hope you will rply must,Query
BAHLOfficial,"Can I apply house loan
I m in policedepartment",Query
BAHLOfficial,Salam Walekum Kya Main online form kar sakta hun Kyunki Main Saudi Arab mein rahata hun apni job visa Saudi Arab mein please mujhe pata hai,Query
BAHLOfficial,Internship ...?,Query
BAHLOfficial,me kase aply kr skta ho jnb,Query
BAHLOfficial,Plz details send me,Query
BAHLOfficial,How can I apply I dont have Account?,Query
BAHLOfficial,Send me more information,Query
BAHLOfficial,Muzaffargarh city ma available hai housing finance scheme?,Query
BAHLOfficial,Is Form available in all branches of bank al habib?,Query
BAHLOfficial,Plot Islamabad me kis location pe hona chaiye?,Query
BAHLOfficial,Send details plz,Query
BAHLOfficial,Tell me about this process,Query
BAHLOfficial,Eligibility to bata di witness ya guaranty keya lain gai ?,Query
BAHLOfficial,Ma ne ghr lena ha plz details dain mujhy,Query
BAHLOfficial,PleZ sent details,Query
BAHLOfficial,Yar plot lekar bnane ki details,Query
BAHLOfficial,Details send plz,Query
BAHLOfficial,plz detail,Query
BAHLOfficial,Loan approved hony k baad old constructed house ki complete documents k saath approval mily gi.,Query
BAHLOfficial,Kia ue sohlat villgeers k liy b hy ya sirf cities ki had tk hy,Query
BAHLOfficial,Muj chaiya process batow,Neutral
BAHLOfficial,Force ko b allow h ?,Query
BAHLOfficial,"Bank AL Habib Limited i am 23 years old so can i apply for this?
Please confirm",Query
BAHLOfficial,Plz interest ko detail men btaein k 20 lac pe return kitna ho ga,Query
BAHLOfficial,Plz information kasa la skty hen hm loans,Query
BAHLOfficial,Loan processing fee? And documents requirement?,Query
BAHLOfficial,Mn 13 saal se rent pr rehta h or Pvt job hai kia mjy b mil skta hai mjy 10 lakh chahy Ghar k ley,Query
BAHLOfficial,Kiya ye schem govt employees k liye hai ya har khas o aam k liye hai?,Query
BAHLOfficial,What is the procedure for overseas Pakistani.,Query
BAHLOfficial,is this Prime Minister program,Query
BAHLOfficial,Is Interest implement on this scheme?,Query
BAHLOfficial,I am intreasted,Neutral
BAHLOfficial,Gilgit ma ni day rhay hn,Neutral
BAHLOfficial,Is there any opportunities for internship ?,Query
BAHLOfficial,Detail plzzz,Query
BAHLOfficial,I am interested details please,Query
BAHLOfficial,what is the procedure????,Query
BAHLOfficial,Can you give me all information about it....!,Query
BAHLOfficial,Details plzz,Query
BAHLOfficial,Bank Al Habib mein Visa card international banta hai??,Query
BAHLOfficial,Plz send details,Query
BAHLOfficial,Plz let me know abt guideline i m interested.,Query
BAHLOfficial,Iam interested,Neutral
BAHLOfficial,Inoor Danish m I eligible??,Query
BAHLOfficial,Today ATM service 6pm to 8pm Link down way???,Query
BAHLOfficial,I want all information,Neutral
BAHLOfficial,Really 🤔,Neutral
BAHLOfficial,Detail please for karachi,Query
BAHLOfficial,"please send full detail for karachi, thanks",Query
BAHLOfficial,how to apply?,Query
BAHLOfficial,Because why,Query
BAHLOfficial,"My monthly salary is 70 thousands, how much loan can I get Sir..",Query
BAHLOfficial,"Assalamualikum
How can apply for this scheme ?",Query
BAHLOfficial,Form kaha sy milyga,Query
BAHLOfficial,Can we do online payments using Al Habib Visa debit card locally?,Query
BAHLOfficial,Net banking on karna ka Kia tareqa hy branch Wala bolta hy help line call kary,Query
BAHLOfficial,First 5 year main 5% he ho ga ya kibor + 250 BPS be ho ga,Query
BAHLOfficial,Sir is there any sms code by which we can check our balance of our account on our mobile phone.,Query
BAHLOfficial,"Sir, jab ham atm c pese nikalte he to us ka masg sirg jtne pese nikalte h use ka ata h bakaya balanc ka nhe, agr baqaya balance bhe bata dya jaye to bhtren amal hoga thanks",Query
BAHLOfficial,Respected dear sir Nall Dist khuzdar Balochistan Bank Al Habib Need h,Query
BAHLOfficial,how can I use my account in my android phone,Query
BAHLOfficial,Mere pass 2years ki bachelor's ki degree hai kiya mujhe alhabib bank main job mil sakta h,Query
BAHLOfficial,Is there any female job for bachlor degree holder??,Query
BAHLOfficial,Can you please guide me how can I get my account information on my mail i.d?,Query
BAHLOfficial,Can master in computer science get job in bank??,Query
BAHLOfficial,We meed bank al Habib at district Nagar gilgit baltistan.,Neutral
BAHLOfficial,Try to join hands witch #STCPay also,Neutral
BAHLOfficial,I want to ask 2 questions? Plz help reply,Query
BAHLOfficial,My younger brother done B. Com this month from karachi university (fresh graduate) sir u have any vacancy for fresh graduate,Query
BAHLOfficial,Sir Shakardara Branch district Kohat mai Atm machine lgwa do .Shakardara mai ek ATm machine ni hai..,Query
BAHLOfficial,Sir mujy apny number pr sms alert facilities cheya help line pr cal kro tu koi response ni milta plz guide me,Query
BAHLOfficial,What required open saving account,Query
BAHLOfficial,When we will hear that you have joined hand with STC PAY??,Query
BAHLOfficial,sir can I get home loan at 5 pe apna ghr scheme,Query
BAHLOfficial,Nojawan qarza ...ki datail chahya,Query
BAHLOfficial,Asad Khan interesting,Neutral
BAHLOfficial,Sir ba farm py bank account register karwa sakhta hai ya nhai,Query
BAHLOfficial,"Please enable debit card to use on AliExpress.

Acc balance checking on sms.",Query
BAHLOfficial,Mera curent account open kraya he agr usy saving krwao to ho skta he??,Query
BAHLOfficial,Plz send me details i want use my account in my android phone and my mail,Query
BAHLOfficial,Need job in bank Al habib any one can help me please,Query
BAHLOfficial,"Sir Muhammad Iqbal was a Muslim poet, philosopher and politician from Punjab, British India, whose poetry in Urdu and Persian is considered to be among the greatest of the modern era, and whose vision of an independent state for the Muslims of British India was to inspire the creation of Pakistan.",Neutral
BAHLOfficial,Asalamoalaikom I have send a request for credit card but still no response 😒?,Query
BAHLOfficial,Right,Neutral
BAHLOfficial,True.,Neutral
BAHLOfficial,Aalllaaaa ❤️❤️❤️❤️,Neutral
BAHLOfficial,Is peraonal loan available?,Query
BAHLOfficial,any available job?,Query
BAHLOfficial,Am Al Habib bank account holder my family members plzzz am interested,Query
BAHLOfficial,Hi,Neutral
BAHLOfficial,New account requirements,Query
BAHLOfficial,Whats the percentage of returns on senior citizen saving account,Query
